 -3.0354514120E-02  9.9628103415E-01
 -3.1409558909E-02  9.8633394524E-01
 -3.1786430912E-02  9.8548821770E-01
 -3.1327451003E-02  9.9585898504E-01
  2.8834478331E-02  9.9845394265E-01
  3.0453143663E-02  9.8146328980E-01
 -3.2117739545E-02  9.6428850604E-01
 -3.3570913639E-02  9.4992299132E-01
 -3.4541154146E-02  9.4147789070E-01
 -3.4789192149E-02  9.4163950069E-01
 -3.4154765983E-02  9.5249932966E-01
 -3.2590912759E-02  9.7561799861E-01
 -3.0584808753E-02  9.9698455484E-01
 -3.0457789391E-02  9.9157190555E-01
 -3.0041590333E-02  9.9051503694E-01
  2.9548357900E-02  9.9089890709E-01
  2.9186413414E-02  9.9035792075E-01
  2.9129757089E-02  9.8748440637E-01
  2.9493419349E-02  9.8167338961E-01
  3.0316259024E-02  9.7266347669E-01
  3.1551286339E-02  9.6048690558E-01
  3.3064177372E-02  9.4595116342E-01
 -3.4642689820E-02  9.3097675448E-01
 -3.6020514067E-02  9.1832424299E-01
 -3.6916398048E-02  9.1095739698E-01
 -3.7083448041E-02  9.1151199745E-01
 -3.6357409393E-02  9.2207887674E-01
 -3.4690399061E-02  9.4422946725E-01
 -3.2160024975E-02  9.7910724930E-01
 -3.1998164383E-02  9.8605648993E-01
  3.3188216826E-02  9.6415098921E-01
 -3.3671396430E-02  9.5245557611E-01
 -3.3567996459E-02  9.4859476394E-01
 -3.3072168900E-02  9.4973679561E-01
 -3.2418250979E-02  9.5290644824E-01
  3.1842191910E-02  9.5552834087E-01
 -3.1545346971E-02  9.5589731429E-01
 -3.1666086783E-02  9.5319770762E-01
 -3.2261202144E-02  9.4713752716E-01
 -3.3296416537E-02  9.3776934287E-01
  3.4645629421E-02  9.2579131590E-01
 -3.6101045022E-02  9.1288625609E-01
 -3.7397712875E-02  9.0158864533E-01
 -3.8253322101E-02  8.9474389382E-01
  3.8417783615E-02  8.9496606640E-01
  3.7720999847E-02  9.0436145301E-01
 -3.6105553430E-02  9.2451227432E-01
 -3.3635344877E-02  9.5656315396E-01
 -3.1915926635E-02  9.8636406099E-01
 -3.4084040908E-02  9.5302876031E-01
 -3.5438788055E-02  9.3212938363E-01
 -3.5985359594E-02  9.2185073821E-01
 -3.5838902270E-02  9.1988877298E-01
 -3.5202867520E-02  9.2347397216E-01
  3.4331772711E-02  9.2960930278E-01
  3.3487046822E-02  9.3556188022E-01
  3.2895630629E-02  9.3937866275E-01
  3.2718510483E-02  9.4004076819E-01
  3.3031468691E-02  9.3716958598E-01
  3.3816489458E-02  9.3074554082E-01
  3.4962198821E-02  9.2127621341E-01
 -3.6274543717E-02  9.1016475048E-01
 -3.7500762803E-02  8.9971666097E-01
 -3.8367363851E-02  8.9267835127E-01
 -3.8626862811E-02  8.9166628858E-01
 -3.8102480466E-02  8.9882292697E-01
 -3.6718961982E-02  9.1575804207E-01
 -3.4512067681E-02  9.4363216484E-01
 -3.1616465461E-02  9.8320622349E-01
 -3.3151828472E-02  9.6388321176E-01
 -3.5436115924E-02  9.3197963073E-01
 -3.6833460000E-02  9.1276937178E-01
 -3.7336120534E-02  9.0450971047E-01
 -3.7058082271E-02  9.0499049785E-01
 -3.6212898131E-02  9.1150924409E-01
  3.5072987232E-02  9.2104073467E-01
  3.3920862835E-02  9.3068861714E-01
  3.3004028709E-02  9.3825321463E-01
  3.2501926413E-02  9.4251445256E-01
  3.2507206711E-02  9.4299426644E-01
  3.3018886383E-02  9.3956133246E-01
  3.3944543072E-02  9.3247158619E-01
 -3.5111543048E-02  9.2279146616E-01
 -3.6289412369E-02  9.1256964164E-01
 -3.7223720112E-02  9.0445888167E-01
 -3.7676900382E-02  9.0110630360E-01
 -3.7467089498E-02  9.0473308633E-01
 -3.6495707381E-02  9.1702950426E-01
 -3.4758395128E-02  9.3923080490E-01
  3.2339418575E-02  9.7218452442E-01
 -3.0723193584E-02  9.9498019689E-01
 -3.3779792301E-02  9.5123638039E-01
 -3.6022417515E-02  9.2161747409E-01
 -3.7314640394E-02  9.0489534973E-01
 -3.7647618897E-02  8.9942706887E-01
 -3.7142203232E-02  9.0309925462E-01
 -3.6024483962E-02  9.1325781702E-01
  3.4581612738E-02  9.2681468856E-01
  3.3110107370E-02  9.4066956076E-01
  3.1869543086E-02  9.5234741262E-01
  3.1050168483E-02  9.6042822335E-01
  3.0756200760E-02  9.6436134191E-01
  3.1001586378E-02  9.6391350909E-01
  3.1714397655E-02  9.5904107808E-01
  3.2748619990E-02  9.5038786557E-01
 -3.3904203399E-02  9.3968180378E-01
 -3.4955187675E-02  9.2947617282E-01
 -3.5682208687E-02  9.2249753675E-01
 -3.5902982991E-02  9.2113002697E-01
 -3.5494849126E-02  9.2724390645E-01
  3.4406604281E-02  9.4224455787E-01
  3.2660262560E-02  9.6714152570E-01
 -3.0965678587E-02  9.8711397796E-01
 -3.3872221395E-02  9.4654679139E-01
 -3.5906853126E-02  9.2018488808E-01
 -3.6940686756E-02  9.0691673033E-01
 -3.6979044877E-02  9.0520384669E-01
 -3.6159771752E-02  9.1300981554E-01
 -3.4724209424E-02  9.2769111023E-01
  3.2969757096E-02  9.4604536491E-01
  3.1197579724E-02  9.6470911849E-01
  2.9668226881E-02  9.8088462810E-01
  2.8572568916E-02  9.9295316753E-01
  2.8557517963E-02  9.9997359474E-01
  2.9480766832E-02  9.9191903979E-01
  3.0636630366E-02  9.7996266159E-01
 -3.1835019128E-02  9.6655200892E-01
 -3.2882917404E-02  9.5458097507E-01
  3.3604833172E-02  9.4673224068E-01
  3.3858473015E-02  9.4518813013E-01
  3.3545865867E-02  9.5161720964E-01
  3.2621555462E-02  9.6723243857E-01
  3.1098599347E-02  9.9280133666E-01
  3.0965669926E-02  9.8388509485E-01
 -3.3568802884E-02  9.4754058571E-01
 -3.5240666669E-02  9.2550381443E-01
 -3.5877760113E-02  9.1678356620E-01
 -3.5515336874E-02  9.1992812791E-01
 -3.4317929441E-02  9.3294064277E-01
 -3.2543804285E-02  9.5313668063E-01
  3.0494940405E-02  9.7713650740E-01
  2.9592153858E-02  9.9543847701E-01
  3.0832159746E-02  9.7985926567E-01
  3.1781892220E-02  9.6950661091E-01
  3.2303175877E-02  9.6634384727E-01
  3.2285238124E-02  9.7176528069E-01
  3.1661168070E-02  9.8667494169E-01
  3.0882585093E-02  9.8299819744E-01
  3.3053003326E-02  9.5183965950E-01
  3.4235198635E-02  9.3515282469E-01
  3.4367518197E-02  9.3204438079E-01
  3.3528534940E-02  9.4111875730E-01
  3.1916628805E-02  9.6037639513E-01
  2.9806898157E-02  9.8703748667E-01
  2.9476669964E-02  9.9871172509E-01
  3.0819756104E-02  9.8541531386E-01
  3.1720505320E-02  9.8008643883E-01
  3.2034818246E-02  9.8379076419E-01
  3.1672234759E-02  9.9715431845E-01
  3.0877505731E-02  9.8255354986E-01
  3.2519325767E-02  9.5733161520E-01
  3.3122424749E-02  9.4679236585E-01
  3.2679872802E-02  9.5010170853E-01
  3.1322639862E-02  9.6588597059E-01
  2.9286493308E-02  9.9210787016E-01
  3.0994448357E-02  9.9147535340E-01
  3.2217320261E-02  9.8381247087E-01
  3.2726145744E-02  9.8578835749E-01
  3.2430944038E-02  9.9781499726E-01
 -3.1084686146E-02  9.8118864398E-01
  3.2139443509E-02  9.6241764475E-01
 -3.2114429412E-02  9.5850689813E-01
 -3.1065461317E-02  9.6863025156E-01
 -2.9179972491E-02  9.9138755045E-01
 -3.2205900061E-02  9.8637433167E-01
  3.3518881449E-02  9.7764277049E-01
  3.3937204523E-02  9.7972185998E-01
 -3.3419659258E-02  9.9239342880E-01
  3.1587933163E-02  9.7796931581E-01
  3.2035004054E-02  9.6599458710E-01
  3.1372007437E-02  9.6894133887E-01
  2.9720303108E-02  9.8592290230E-01
  3.2004601127E-02  9.9100147112E-01
 -3.3996749820E-02  9.7290893465E-01
 -3.5030318298E-02  9.6668617004E-01
 -3.5000672019E-02  9.7234535070E-01
 -3.3974978262E-02  9.8852009673E-01
  3.1392863807E-02  9.9249877367E-01
  3.2405124776E-02  9.7231150025E-01
  3.2261017550E-02  9.6728572888E-01
  3.0986991146E-02  9.7713605714E-01
  3.1634092525E-02  9.9699695723E-01
 -3.4136613570E-02  9.7151375404E-01
 -3.5638885002E-02  9.5906052158E-01
 -3.5982453670E-02  9.5977464192E-01
 -3.5196990732E-02  9.7241701159E-01
 -3.3497080137E-02  9.9434420306E-01
  3.2940973160E-02  9.7756320070E-01
